Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-10-01,TCS,EQ,2588.05,2599.0,2649.95,2592.2,2641.1,2644.6,2630.47,1417204,372791411480000.0,94874,1002629,0.7075
2015-10-05,TCS,EQ,2644.6,2652.7,2770.0,2652.7,2719.9,2711.65,2711.39,2403653,651724834320000.0,146358,1616394,0.6725
2015-10-06,TCS,EQ,2711.65,2725.0,2726.0,2684.0,2686.2,2700.0,2704.9,1989795,538218936520000.0,96553,1635016,0.8217
2015-10-07,TCS,EQ,2700.0,2693.95,2717.0,2646.95,2655.0,2653.95,2677.99,1032765,276573077340000.0,102318,683381,0.6617000000000001
2015-10-08,TCS,EQ,2653.95,2670.0,2678.35,2620.0,2631.9,2633.8,2642.62,1178775,311504944130000.0,102041,865714,0.7343999999999999
2015-10-09,TCS,EQ,2633.8,2650.5,2650.6,2608.0,2630.0,2629.65,2628.83,1124862,295707334525000.0,68120,837088,0.7442000000000001
2015-10-12,TCS,EQ,2629.65,2655.0,2660.35,2587.0,2597.7,2592.6,2612.17,1227956,320762545435000.0,84883,675044,0.5497
2015-10-13,TCS,EQ,2592.6,2602.8,2612.0,2567.6,2586.85,2598.55,2589.61,3089856,800153587760000.0,129714,1303446,0.4218
2015-10-14,TCS,EQ,2598.55,2548.0,2548.0,2480.0,2480.9,2483.7,2502.59,4168564,1043222048029999.9,175646,2297432,0.5511
2015-10-15,TCS,EQ,2483.7,2490.0,2503.5,2465.0,2468.8,2467.75,2478.15,1607855,398451186685000.0,107563,1101822,0.6853
2015-10-16,TCS,EQ,2467.75,2480.9,2492.0,2470.0,2472.0,2473.75,2477.86,1166914,289145171010000.0,68190,791055,0.6779000000000001
2015-10-19,TCS,EQ,2473.75,2490.0,2494.95,2455.85,2493.95,2488.75,2473.9,1565321,387244983110000.0,55224,1047364,0.6691
2015-10-20,TCS,EQ,2488.75,2496.25,2530.0,2495.6,2523.2,2526.75,2520.95,1347542,339708985545000.0,60572,942992,0.6998000000000001
2015-10-21,TCS,EQ,2526.75,2535.0,2542.0,2522.25,2526.0,2530.0,2532.48,964844,244344915855000.03,80004,691629,0.7168000000000001
2015-10-23,TCS,EQ,2530.0,2548.0,2548.0,2527.3,2536.95,2537.15,2534.65,1167699,295971346590000.0,39962,862305,0.7384999999999999
2015-10-26,TCS,EQ,2537.15,2549.0,2549.0,2515.1,2540.0,2536.55,2530.16,707315,178962175530000.0,58521,469883,0.6643000000000001
2015-10-27,TCS,EQ,2536.55,2530.05,2544.9,2520.35,2528.9,2531.1,2531.42,765210,193706744275000.0,47064,541265,0.7073
2015-10-28,TCS,EQ,2531.1,2510.05,2533.55,2510.05,2528.0,2529.1,2524.11,627671,158431178780000.0,43535,444506,0.7081999999999999
2015-10-29,TCS,EQ,2529.1,2533.55,2535.4,2490.05,2496.0,2495.35,2500.06,1565158,391298645560000.0,61541,1065888,0.6809999999999999
2015-10-30,TCS,EQ,2495.35,2500.0,2511.9,2485.0,2500.0,2495.2,2495.93,758348,189278696745000.0,41071,519557,0.6851
2015-11-02,TCS,EQ,2495.2,2500.0,2522.8,2487.55,2518.0,2517.35,2507.96,659647,165436876290000.0,48056,480522,0.7284999999999999
2015-11-03,TCS,EQ,2517.35,2528.0,2547.8,2518.5,2538.85,2543.45,2536.88,682453,173130298455000.0,39895,502388,0.7362000000000001
2015-11-04,TCS,EQ,2543.45,2545.0,2547.2,2520.0,2526.75,2533.8,2532.27,495717,125528959109999.98,41282,284406,0.5737
2015-11-05,TCS,EQ,2533.8,2530.8,2534.95,2480.0,2485.0,2482.65,2496.94,798049,199267674145000.0,38722,556372,0.6972
2015-11-06,TCS,EQ,2482.65,2492.0,2518.25,2483.45,2505.2,2505.75,2507.54,454012,113845260605000.0,26028,298424,0.6573000000000001
2015-11-09,TCS,EQ,2505.75,2495.0,2502.75,2468.6,2474.0,2471.35,2477.88,1010778,250458950850000.0,42927,819330,0.8106
2015-11-10,TCS,EQ,2471.35,2472.95,2477.0,2450.0,2455.0,2458.15,2463.3,680960,167740779595000.0,53282,479205,0.7037000000000001
2015-11-11,TCS,EQ,2458.15,2475.0,2475.0,2450.0,2472.0,2468.8,2467.45,67582,16675497755000.002,5197,34003,0.5031
2015-11-13,TCS,EQ,2468.8,2438.05,2438.05,2386.55,2396.0,2397.4,2405.31,1371616,329915530345000.0,77174,958618,0.6989
2015-11-16,TCS,EQ,2397.4,2390.0,2390.0,2356.0,2376.0,2374.6,2371.62,1021764,242323759710000.0,67518,701532,0.6866
2015-11-17,TCS,EQ,2374.6,2380.5,2398.45,2375.0,2390.0,2390.55,2385.85,992514,236798902785000.0,58593,755518,0.7612000000000001
2015-11-18,TCS,EQ,2390.55,2388.9,2388.9,2346.0,2349.65,2351.45,2358.29,760176,179271701600000.0,43678,506662,0.6665000000000001
2015-11-19,TCS,EQ,2351.45,2365.35,2381.6,2352.0,2367.0,2362.55,2366.14,933453,220868074955000.03,55764,632570,0.6777
2015-11-20,TCS,EQ,2362.55,2366.5,2423.55,2361.95,2394.5,2398.35,2403.22,1006063,241779041840000.0,60130,575994,0.5725
2015-11-23,TCS,EQ,2398.35,2405.3,2413.4,2382.25,2389.3,2391.05,2397.62,544041,130440539184999.98,42359,351815,0.6467
2015-11-24,TCS,EQ,2391.05,2380.05,2392.45,2365.5,2366.0,2367.95,2378.62,499320,118769459609999.98,35776,342427,0.6858
2015-11-26,TCS,EQ,2367.95,2377.9,2382.4,2337.85,2346.0,2345.55,2355.52,1457646,343350889610000.0,77452,969589,0.6652
2015-11-27,TCS,EQ,2345.55,2348.0,2359.45,2332.5,2354.95,2353.35,2348.7,868603,204008616375000.0,62719,518858,0.5972999999999999
2015-11-30,TCS,EQ,2353.35,2365.0,2391.25,2350.15,2373.55,2364.7,2365.21,2050024,484874478220000.0,85439,1102521,0.5378000000000001
2015-12-01,TCS,EQ,2364.7,2362.9,2378.05,2357.05,2359.75,2361.9,2363.85,860997,203526711000000.0,51511,672976,0.7816
2015-12-02,TCS,EQ,2361.9,2378.0,2378.1,2346.5,2367.0,2365.2,2362.86,820148,193789603975000.0,38694,580713,0.7081000000000001
2015-12-03,TCS,EQ,2365.2,2360.0,2373.0,2347.0,2350.0,2350.75,2356.59,1141679,269046759875000.0,41715,765969,0.6709
2015-12-04,TCS,EQ,2350.75,2340.0,2347.3,2321.1,2330.0,2328.4,2330.08,623046,145174734845000.0,32999,426970,0.6853
2015-12-07,TCS,EQ,2328.4,2332.2,2343.9,2315.25,2321.0,2319.8,2322.27,691302,160539041210000.0,52150,487587,0.7053
2015-12-08,TCS,EQ,2319.8,2319.4,2349.0,2317.3,2326.25,2329.0,2332.95,569982,132973919555000.0,47957,336913,0.5911
2015-12-09,TCS,EQ,2329.0,2337.9,2372.8,2320.0,2370.0,2367.65,2361.23,2641403,623695383025000.0,59592,1365071,0.5168
2015-12-10,TCS,EQ,2367.65,2369.0,2391.2,2352.0,2380.95,2384.55,2374.82,861994,204708426650000.0,52429,556996,0.6462000000000001
2015-12-11,TCS,EQ,2384.55,2383.0,2391.95,2363.25,2383.15,2386.0,2384.13,826189,196974581820000.0,53651,598804,0.7248
2015-12-14,TCS,EQ,2386.0,2335.2,2387.0,2330.6,2375.0,2378.45,2364.84,1359266,321444335375000.0,58637,758806,0.5582
2015-12-15,TCS,EQ,2378.45,2378.45,2385.0,2363.05,2379.5,2375.85,2375.03,567934,134885915130000.0,52585,421587,0.7423000000000001
2015-12-16,TCS,EQ,2375.85,2384.0,2414.5,2384.0,2407.5,2408.4,2402.07,717967,172460935580000.0,48074,494205,0.6883
2015-12-17,TCS,EQ,2408.4,2415.0,2445.0,2393.35,2434.1,2439.75,2418.57,809422,195764707825000.0,46818,569320,0.7034
2015-12-18,TCS,EQ,2439.75,2420.0,2434.2,2400.65,2409.8,2416.8,2416.02,1512485,365419788625000.0,47644,1052042,0.6956
2015-12-21,TCS,EQ,2416.8,2419.95,2450.0,2406.85,2443.0,2446.4,2428.4,805052,195498897035000.0,41004,425890,0.529
2015-12-22,TCS,EQ,2446.4,2440.0,2440.0,2400.0,2407.0,2405.05,2413.33,780429,188343036260000.0,30995,476137,0.6101
2015-12-23,TCS,EQ,2405.05,2415.0,2435.0,2410.55,2418.8,2425.8,2425.06,424917,103044935060000.0,31057,253475,0.5965
2015-12-24,TCS,EQ,2425.8,2421.0,2438.2,2404.0,2435.0,2434.25,2424.03,421580,102192401425000.0,21932,188670,0.4475
2015-12-28,TCS,EQ,2434.25,2428.0,2466.4,2420.2,2456.95,2462.7,2455.0,1852099,454689566400000.0,43390,1060100,0.5724
2015-12-29,TCS,EQ,2462.7,2458.35,2465.3,2445.75,2449.35,2455.8,2452.26,854262,209487508650000.0,26975,433986,0.508
2015-12-30,TCS,EQ,2455.8,2453.05,2459.0,2412.3,2421.7,2418.3,2442.06,802881,196068199690000.0,49464,632180,0.7874
2015-12-31,TCS,EQ,2418.3,2415.75,2448.5,2407.5,2430.0,2436.85,2428.9,620159,150630258720000.0,42600,400391,0.6456000000000001
